key_resp_13.keys,key_resp_13.rt,key_resp.keys,key_resp.rt,key_resp_10.keys,key_resp_10.rt,slider_2.response,slider_2.rt,NVScal.thisRepN,NVScal.thisTrialN,NVScal.thisN,NVScal.thisIndex,NVScal.ran,msg,Echelle,Prolific ID*,Age*,First Name*,Gender (Male/Female/Other)*,date,expName,psychopyVersion,OS,frameRate,participant,id,session,researcher,key_resp_11.keys,key_resp_11.rt,slider_3.response,slider_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,category,EMOTION,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,entrainement,repcorr,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,cible,type,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt
space,2.641,space,2.196,space,3.993,1.024691358,3.248,0,0,0,2,1,Envied,NGS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.981481481,2.745,0,1,1,4,1,Powerful,NGS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.981481481,1.721,0,2,2,5,1,Prominent,NGS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.994855967,2.649,0,3,3,0,1,Authoritative,NGS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.997942387,4.667,0,4,4,14,1,Insecure,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.997942387,1.548,0,5,5,8,1,Ignored,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.966049383,1.934,0,6,6,1,1,Dominant,NGS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.956790123,2.322,0,7,7,11,1,Underappreciated,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.956790123,1.806,0,8,8,12,1,Envious,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.956790123,1.32,0,9,9,16,1,Misunderstood,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.046296296,2.186,0,10,10,17,1,Vengeful,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.994855967,3.022,0,11,11,13,1,Resentful,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.990740741,5.372,0,12,12,10,1,Fragile,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.096707819,6.875,0,13,13,6,1,Superior,NGS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.023662551,2.011,0,14,14,7,1,Ashamed,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.981481481,2.184,0,15,15,3,1,High-Status,NGS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.982510288,1.876,0,16,16,15,1,Irritable,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.994855967,1.776,0,17,17,9,1,Self-absorbed,NVS,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When something painful happens I try to take a balanced view of the situation,,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,space,4.397,2.002057613,4.122,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"When I fail at something that’s important to me, I tend to feel alone in my failure.",,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,3.977366255,3.602,0,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,I try to see my failings as part of the human condition.,,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,2.002057613,2.896,0,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When I fail at something important to me I become consumed by feelings of inadequacy.,,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,4.980452675,2.821,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When something upsets me I try to keep my emotions in balance.,,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,2.022633745,2.726,0,4,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"When I’m going through a very hard time, I give myself the caring and tenderness I need.",,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,2.022633745,2.135,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When I’m feeling down I tend to obsess and fixate on everything that’s wrong.,,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,4.975308642,3.876,0,6,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,I try to be understanding and patient towards those aspects of my personality I don’t like.,,5e27022de3c719919eb7cc94,29,,F,2020-10-22_11h08.35.561,Personality Lexical Decision,2020.2.3,Win32,60,435,,,https://intranet.justice.gov.uk,,,3,4.827,0,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
