key_resp_13.keys,key_resp_13.rt,key_resp.keys,key_resp.rt,key_resp_10.keys,key_resp_10.rt,slider_2.response,slider_2.rt,NVScal.thisRepN,NVScal.thisTrialN,NVScal.thisN,NVScal.thisIndex,NVScal.ran,msg,Echelle,Prolific ID*,Age*,First Name*,Gender (Male/Female/Other)*,date,expName,psychopyVersion,OS,frameRate,participant,id,session,researcher,key_resp_11.keys,key_resp_11.rt,slider_3.response,slider_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,category,EMOTION,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,entrainement,repcorr,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,cible,type,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt
space,16.504,space,7.939,space,42.459,3.587654321,3.838,0,0,0,17,1,Vengeful,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.456790123,8.261,0,1,1,8,1,Ignored,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.814814815,8.766,0,2,2,1,1,Dominant,NGS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.444444444,7.031,0,3,3,5,1,Prominent,NGS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.04691358,4.727,0,4,4,11,1,Underappreciated,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.279012346,7.949,0,5,5,7,1,Ashamed,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.679012346,7.854,0,6,6,0,1,Authoritative,NGS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.009876543,6.922,0,7,7,6,1,Superior,NGS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.47654321,3.164,0,8,8,13,1,Resentful,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.079012346,10.799,0,9,9,2,1,Envied,NGS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.019753086,3.703,0,10,10,4,1,Powerful,NGS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.345679012,4.427,0,11,11,3,1,High-Status,NGS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.091358025,4.811,0,12,12,10,1,Fragile,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.244444444,6.532,0,13,13,9,1,Self-absorbed,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.814814815,6.053,0,14,14,16,1,Misunderstood,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.071604938,8.604,0,15,15,14,1,Insecure,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.644444444,4.403,0,16,16,12,1,Envious,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.071604938,3.686,0,17,17,15,1,Irritable,NVS,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When I fail at something important to me I become consumed by feelings of inadequacy.,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,space,10.056,4.086419753,8.201,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"When I fail at something that’s important to me, I tend to feel alone in my failure.",,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,4.97037037,4.872,0,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When something painful happens I try to take a balanced view of the situation,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,2.071604938,4.838,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,I’m intolerant and impatient towards those aspects of my personality I don’t like.,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,4.975308642,7.189,0,3,3,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"When I’m feeling down, I tend to feel like most other people are probably happier than I am.",,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,4.975308642,6.888,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,I try to see my failings as part of the human condition.,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,1.083950617,7.099,0,5,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"When I feel inadequate in some way, I try to remind myself that feelings of inadequacy are shared by most people.",,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,3,10.189,0,6,6,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When something upsets me I try to keep my emotions in balance.,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,1.849382716,5.832,0,7,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,When I’m feeling down I tend to obsess and fixate on everything that’s wrong.,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,4.975308642,4.805,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,I’m disapproving and judgmental about my own flaws and inadequacies.,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,4.674074074,5.147,0,9,9,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"When I’m going through a very hard time, I give myself the caring and tenderness I need.",,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,2.120987654,6.236,0,10,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,I try to be understanding and patient towards those aspects of my personality I don’t like.,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,1.177777778,14.621,0,11,11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,You lie to people but they never find out about it. What is the likelihood that you would feel terrible about the lies you told?,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,space,10.033,3.5,24.614,0,0,0,15,1,NBE,GUILT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,You take office supplies home for personal use and are caught by your boss. What is the likelihood that this would lead you to quit your job?,,5f6a4fe66eae970ef04b6a8e,23,,Male,2020-10-22_11h08.03.217,Personality Lexical Decision,2020.2.3,MacIntel,60,438,,,,,,,,,,,,,,,4.177083333,16.92,0,1,1,11,1,SW,SHAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
