key_resp_13.keys,key_resp_13.rt,key_resp.keys,key_resp.rt,key_resp_10.keys,key_resp_10.rt,slider_2.response,slider_2.rt,NVScal.thisRepN,NVScal.thisTrialN,NVScal.thisN,NVScal.thisIndex,NVScal.ran,msg,Echelle,Prolific ID*,Age*,First Name*,Gender (Male/Female/Other)*,date,expName,psychopyVersion,OS,frameRate,participant,id,session,researcher,key_resp_11.keys,key_resp_11.rt,slider_3.response,slider_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,category,EMOTION,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,entrainement,repcorr,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,cible,type,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt
space,23.924,space,7.170815,space,6.568075,3.758101852,3.323645,0,0,0,0,1,Authoritative,NGS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.58912037,2.298475,0,1,1,15,1,Irritable,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.545138889,2.11196,0,2,2,8,1,Ignored,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.090277778,2.13893,0,3,3,17,1,Vengeful,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.090277778,1.621205,0,4,4,12,1,Envious,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.096064815,1.020625,0,5,5,9,1,Self-absorbed,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.096064815,1.270395,0,6,6,7,1,Ashamed,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.040509259,1.58839,0,7,7,10,1,Fragile,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.41087963,2.17211,0,8,8,16,1,Misunderstood,NVS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.119212963,2.392485,0,9,9,4,1,Powerful,NGS,594fbff59d914e000136d13f,30,,FEMALE,2020-10-22_10h55.53.634,Personality Lexical Decision,2020.2.3,Win32,60,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
