key_resp_13.keys,key_resp_13.rt,key_resp.keys,key_resp.rt,key_resp_10.keys,key_resp_10.rt,slider_2.response,slider_2.rt,NVScal.thisRepN,NVScal.thisTrialN,NVScal.thisN,NVScal.thisIndex,NVScal.ran,msg,Echelle,Prolific ID*,Age*,First Name*,Gender (Male/Female/Other)*,date,expName,psychopyVersion,OS,frameRate,participant,id,session,researcher,key_resp_11.keys,key_resp_11.rt,slider_3.response,slider_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_2.keys,key_resp_2.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,category,EMOTION,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,entrainement,repcorr,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,cible,type,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt
space,7.348585,space,29.03339,space,31.56698,3.991769547,6.41161,0,0,0,1,1,Dominant,NGS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.991769547,3.862645,0,1,1,7,1,Ashamed,NVS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.979423868,2.256245,0,2,2,14,1,Insecure,NVS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.975308642,1.770685,0,3,3,12,1,Envious,NVS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.70781893,2.4397,0,4,4,2,1,Envied,NGS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.279835391,2.005215,0,5,5,8,1,Ignored,NVS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,1.9595,0,6,6,11,1,Underappreciated,NVS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4.473251029,1.39229,0,7,7,4,1,Powerful,NGS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3.181069959,1.80851,0,8,8,9,1,Self-absorbed,NVS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.432098765,1.537475,0,9,9,10,1,Fragile,NVS,5ccdb020ed1c4f001649810e,31,,M,2020-10-22_10h33.03.162,Personality Lexical Decision,2020.2.3,Win32,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
